dataset,split,example_idx,setup_id
wmt24-social,en-zh,188,aya23
wmt24-social,en-zh,295,aya23
wmt24-social,en-zh,304,aya23
wmt24-social,en-zh,66,claude-3-5
wmt24-social,en-zh,56,claude-3-5
wmt24-social,en-zh,100,claude-3-5
wmt24-social,en-zh,129,claude-3-5
wmt24-social,en-zh,147,claude-3-5
wmt24-social,en-zh,186,claude-3-5
wmt24-social,en-zh,188,claude-3-5
wmt24-social,en-zh,175,claude-3-5
wmt24-social,en-zh,304,claude-3-5
wmt24-social,en-zh,295,claude-3-5
wmt24-social,en-zh,56,commandr-plus
wmt24-social,en-zh,147,commandr-plus
wmt24-social,en-zh,66,commandr-plus
wmt24-social,en-zh,100,commandr-plus
wmt24-social,en-zh,129,commandr-plus
wmt24-social,en-zh,186,commandr-plus
wmt24-social,en-zh,188,commandr-plus
wmt24-social,en-zh,304,commandr-plus
wmt24-social,en-zh,295,commandr-plus
wmt24-social,en-zh,175,commandr-plus
wmt24-social,en-zh,66,gemini-1-5-pro
wmt24-social,en-zh,56,gemini-1-5-pro
wmt24-social,en-zh,100,gemini-1-5-pro
wmt24-social,en-zh,129,gemini-1-5-pro
wmt24-social,en-zh,147,gemini-1-5-pro
wmt24-social,en-zh,186,gemini-1-5-pro
wmt24-social,en-zh,188,gemini-1-5-pro
wmt24-social,en-zh,304,gemini-1-5-pro
wmt24-social,en-zh,295,gemini-1-5-pro
wmt24-social,en-zh,175,gemini-1-5-pro
wmt24-social,en-zh,56,gpt-4
wmt24-social,en-zh,66,gpt-4
wmt24-social,en-zh,100,gpt-4
wmt24-social,en-zh,129,gpt-4
wmt24-social,en-zh,147,gpt-4
wmt24-social,en-zh,175,gpt-4
wmt24-social,en-zh,304,gpt-4
wmt24-social,en-zh,186,gpt-4
wmt24-social,en-zh,188,gpt-4
wmt24-social,en-zh,295,gpt-4
wmt24-social,en-zh,100,hw-tsc
wmt24-social,en-zh,56,hw-tsc
wmt24-social,en-zh,129,hw-tsc
wmt24-social,en-zh,66,hw-tsc
wmt24-social,en-zh,147,hw-tsc
wmt24-social,en-zh,175,hw-tsc
wmt24-social,en-zh,186,hw-tsc
wmt24-social,en-zh,188,hw-tsc
wmt24-social,en-zh,295,hw-tsc
wmt24-social,en-zh,304,hw-tsc
wmt24-social,en-zh,100,ikun
wmt24-social,en-zh,56,ikun
wmt24-social,en-zh,147,ikun
wmt24-social,en-zh,129,ikun
wmt24-social,en-zh,66,ikun
wmt24-social,en-zh,175,ikun
wmt24-social,en-zh,304,ikun
wmt24-social,en-zh,186,ikun
wmt24-social,en-zh,188,ikun
wmt24-social,en-zh,295,ikun
wmt24-social,en-zh,66,ikun-c
wmt24-social,en-zh,56,ikun-c
wmt24-social,en-zh,100,ikun-c
wmt24-social,en-zh,147,ikun-c
wmt24-social,en-zh,129,ikun-c
wmt24-social,en-zh,186,ikun-c
wmt24-social,en-zh,188,ikun-c
wmt24-social,en-zh,304,ikun-c
wmt24-social,en-zh,175,ikun-c
wmt24-social,en-zh,295,ikun-c
wmt24-social,en-zh,129,iol-research
wmt24-social,en-zh,100,iol-research
wmt24-social,en-zh,147,iol-research
wmt24-social,en-zh,66,iol-research
wmt24-social,en-zh,56,iol-research
wmt24-social,en-zh,186,iol-research
wmt24-social,en-zh,188,iol-research
wmt24-social,en-zh,175,iol-research
wmt24-social,en-zh,304,iol-research
wmt24-social,en-zh,295,iol-research
wmt24-social,en-zh,147,llama3-70b
wmt24-social,en-zh,56,llama3-70b
wmt24-social,en-zh,66,llama3-70b
wmt24-social,en-zh,129,llama3-70b
wmt24-social,en-zh,100,llama3-70b
wmt24-social,en-zh,304,llama3-70b
wmt24-social,en-zh,175,llama3-70b
wmt24-social,en-zh,295,llama3-70b
wmt24-social,en-zh,186,llama3-70b
wmt24-social,en-zh,188,llama3-70b
wmt24-social,en-zh,147,online-b
wmt24-social,en-zh,100,online-b
wmt24-social,en-zh,129,online-b
wmt24-social,en-zh,56,online-b
wmt24-social,en-zh,66,online-b
wmt24-social,en-zh,186,online-b
wmt24-social,en-zh,188,online-b
wmt24-social,en-zh,295,online-b
wmt24-social,en-zh,304,online-b
wmt24-social,en-zh,175,online-b
wmt24-social,en-zh,147,unbabel-tower70b
wmt24-social,en-zh,56,unbabel-tower70b
wmt24-social,en-zh,100,unbabel-tower70b
wmt24-social,en-zh,66,unbabel-tower70b
wmt24-social,en-zh,129,unbabel-tower70b
wmt24-social,en-zh,186,unbabel-tower70b
wmt24-social,en-zh,188,unbabel-tower70b
wmt24-social,en-zh,175,unbabel-tower70b
wmt24-social,en-zh,304,unbabel-tower70b
wmt24-social,en-zh,295,unbabel-tower70b
